ID of ingredient concentration	index	ID of product (if we want to link to it)	ID of active ingredient instance	type	Concentration	value	unit
ID			I 'is about'	TYPE		I 'has value'	I 'has unit'
PESTON:0912285	12285	PESTON:0117046	PESTON:0712285	ingredient concentration			
PESTON:0912286	12286	PESTON:0108343	PESTON:0712026	ingredient concentration	9	9	UOM:%25
PESTON:0912287	12287	PESTON:0110104	PESTON:0712027	ingredient concentration	9	9	UOM:%25
PESTON:0912288	12288	PESTON:0108003	PESTON:0712009	ingredient concentration	14	14	UOM:%25
PESTON:0912289	12289	PESTON:0108994	PESTON:0712010	ingredient concentration	14	14	UOM:%25
PESTON:0912290	12290	PESTON:0109485	PESTON:0712011	ingredient concentration	14	14	UOM:%25
PESTON:0912291	12291	PESTON:0109526	PESTON:0712012	ingredient concentration	14	14	UOM:%25
PESTON:0912292	12292	PESTON:0109527	PESTON:0712013	ingredient concentration	14	14	UOM:%25
PESTON:0912293	12293	PESTON:0108585	PESTON:0712079	ingredient concentration	16	16	UOM:%25
PESTON:0912294	12294	PESTON:0109484	PESTON:0712271	ingredient concentration	157.0 /l	157	UOM:g.L1
PESTON:0912295	12295	PESTON:0110123	PESTON:0720946	ingredient concentration	11.2	11.2	UOM:%25
PESTON:0912296	12296	PESTON:0110122	PESTON:0720943	ingredient concentration	14	14	UOM:%25
PESTON:0912297	12297	PESTON:0113652	PESTON:0712297	ingredient concentration	28	28	UOM:%25
PESTON:0912298	12298	PESTON:0105831	PESTON:0712298	ingredient concentration	30	30	UOM:%25
PESTON:0912299	12299	PESTON:0105890	PESTON:0712299	ingredient concentration	30	30	UOM:%25
PESTON:0912300	12300	PESTON:0112189	PESTON:0712300	ingredient concentration	30	30	UOM:%25
PESTON:0912301	12301	PESTON:0116815	PESTON:0712301	ingredient concentration	0.9	0.9	UOM:%25
PESTON:0912302	12302	PESTON:0112706	PESTON:0712302	ingredient concentration	75	75	UOM:%25
PESTON:0912303	12303	PESTON:0115612	PESTON:0712303	ingredient concentration	75	75	UOM:%25
PESTON:0912304	12304	PESTON:0117600	PESTON:0712304	ingredient concentration	75	75	UOM:%25
PESTON:0912305	12305	PESTON:0112379	PESTON:0712305	ingredient concentration	1.2	1.2	UOM:%25
PESTON:0912306	12306	PESTON:0113221	PESTON:0712306	ingredient concentration	1.2	1.2	UOM:%25
PESTON:0912307	12307	PESTON:0100376	PESTON:0712307	ingredient concentration			
PESTON:0912308	12308	PESTON:0100027	PESTON:0712308	ingredient concentration			
PESTON:0912309	12309	PESTON:0100523	PESTON:0712309	ingredient concentration			
PESTON:0912310	12310	PESTON:0100760	PESTON:0712310	ingredient concentration			
PESTON:0912311	12311	PESTON:0100797	PESTON:0712311	ingredient concentration			
PESTON:0912312	12312	PESTON:0105860	PESTON:0712312	ingredient concentration	50	50	UOM:%25
PESTON:0912313	12313	PESTON:0109811	PESTON:0712313	ingredient concentration	50	50	UOM:%25
PESTON:0912314	12314	PESTON:0105970	PESTON:0712314	ingredient concentration	100	100	UOM:%25
PESTON:0912315	12315	PESTON:0100051	PESTON:0712315	ingredient concentration			
PESTON:0912316	12316	PESTON:0100207	PESTON:0712316	ingredient concentration			
PESTON:0912317	12317	PESTON:0100327	PESTON:0712317	ingredient concentration			
PESTON:0912318	12318	PESTON:0100545	PESTON:0712318	ingredient concentration			
PESTON:0912319	12319	PESTON:0101314	PESTON:0712319	ingredient concentration			
PESTON:0912320	12320	PESTON:0101403	PESTON:0712320	ingredient concentration			
PESTON:0912321	12321	PESTON:0101595	PESTON:0712321	ingredient concentration			
PESTON:0912322	12322	PESTON:0100150	PESTON:0712322	ingredient concentration			
PESTON:0912323	12323	PESTON:0100358	PESTON:0712323	ingredient concentration			
PESTON:0912324	12324	PESTON:0100904	PESTON:0712324	ingredient concentration			
PESTON:0912325	12325	PESTON:0111571	PESTON:0712325	ingredient concentration	0	0	UOM:%25
PESTON:0912326	12326	PESTON:0107956	PESTON:0712326	ingredient concentration	2.9	2.9	UOM:%25
PESTON:0912327	12327	PESTON:0108051	PESTON:0712327	ingredient concentration	3	3	UOM:%25
PESTON:0912328	12328	PESTON:0107954	PESTON:0712328	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912329	12329	PESTON:0111530	PESTON:0712329	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912330	12330	PESTON:0111618	PESTON:0712330	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912331	12331	PESTON:0112024	PESTON:0712331	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912332	12332	PESTON:0112053	PESTON:0712332	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912333	12333	PESTON:0112098	PESTON:0712333	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912334	12334	PESTON:0112178	PESTON:0712334	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912335	12335	PESTON:0112184	PESTON:0712335	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912336	12336	PESTON:0112410	PESTON:0712336	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912337	12337	PESTON:0113109	PESTON:0712337	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912338	12338	PESTON:0113176	PESTON:0712338	ingredient concentration	4.8	4.8	UOM:%25
PESTON:0912339	12339	PESTON:0107955	PESTON:0712339	ingredient concentration	5	5	UOM:%25
PESTON:0912340	12340	PESTON:0112512	PESTON:0712340	ingredient concentration	5	5	UOM:%25
PESTON:0912341	12341	PESTON:0111609	PESTON:0712341	ingredient concentration	5.2	5.2	UOM:%25
PESTON:0912342	12342	PESTON:0111771	PESTON:0712342	ingredient concentration	5.2	5.2	UOM:%25
PESTON:0912343	12343	PESTON:0108467	PESTON:0712343	ingredient concentration	9	9	UOM:%25
PESTON:0912344	12344	PESTON:0109239	PESTON:0712344	ingredient concentration	9	9	UOM:%25
PESTON:0912345	12345	PESTON:0109966	PESTON:0712345	ingredient concentration	9	9	UOM:%25
PESTON:0912346	12346	PESTON:0108466	PESTON:0712346	ingredient concentration	10	10	UOM:%25
PESTON:0912347	12347	PESTON:0108537	PESTON:0712347	ingredient concentration	25	25	UOM:%25
PESTON:0912348	12348	PESTON:0106635	PESTON:0712348	ingredient concentration	2	2	UOM:%25
PESTON:0912349	12349	PESTON:0106636	PESTON:0712349	ingredient concentration	4	4	UOM:%25
PESTON:0912350	12350	PESTON:0106593	PESTON:0712350	ingredient concentration	13	13	UOM:%25
PESTON:0912351	12351	PESTON:0106634	PESTON:0712351	ingredient concentration	13	13	UOM:%25
PESTON:0912352	12352	PESTON:0106591	PESTON:0707325	ingredient concentration	15	15	UOM:%25
PESTON:0912353	12353	PESTON:0106606	PESTON:0712353	ingredient concentration	15	15	UOM:%25
PESTON:0912354	12354	PESTON:0106595	PESTON:0719334	ingredient concentration	20	20	UOM:%25
PESTON:0912355	12355	PESTON:0106607	PESTON:0707326	ingredient concentration	20	20	UOM:%25
PESTON:0912356	12356	PESTON:0106592	PESTON:0712356	ingredient concentration	20	20	UOM:%25
PESTON:0912357	12357	PESTON:0106596	PESTON:0712357	ingredient concentration	25	25	UOM:%25
PESTON:0912358	12358	PESTON:0106594	PESTON:0712358	ingredient concentration	90	90	UOM:%25
PESTON:0912359	12359	PESTON:0106696	PESTON:0712359	ingredient concentration			
PESTON:0912360	12360	PESTON:0106757	PESTON:0719465	ingredient concentration			
PESTON:0912361	12361	PESTON:0107488	PESTON:0712361	ingredient concentration			
PESTON:0912362	12362	PESTON:0107489	PESTON:0712362	ingredient concentration			
PESTON:0912363	12363	PESTON:0106725	PESTON:0712363	ingredient concentration			
PESTON:0912364	12364	PESTON:0106756	PESTON:0712364	ingredient concentration			
PESTON:0912365	12365	PESTON:0112615	PESTON:0712365	ingredient concentration	0	0	UOM:%25
PESTON:0912366	12366	PESTON:0112694	PESTON:0712366	ingredient concentration	1	1	UOM:%25
PESTON:0912367	12367	PESTON:0107583	PESTON:0718447	ingredient concentration	2	2	UOM:%25
PESTON:0912368	12368	PESTON:0108048	PESTON:0717796	ingredient concentration	2	2	UOM:%25
PESTON:0912369	12369	PESTON:0112612	PESTON:0712369	ingredient concentration	2	2	UOM:%25
PESTON:0912370	12370	PESTON:0112653	PESTON:0712370	ingredient concentration	2	2	UOM:%25
PESTON:0912371	12371	PESTON:0112672	PESTON:0712371	ingredient concentration	2	2	UOM:%25
PESTON:0912372	12372	PESTON:0112777	PESTON:0707883	ingredient concentration	2	2	UOM:%25
PESTON:0912373	12373	PESTON:0112967	PESTON:0712373	ingredient concentration	2	2	UOM:%25
PESTON:0912374	12374	PESTON:0112971	PESTON:0712374	ingredient concentration	2	2	UOM:%25
PESTON:0912375	12375	PESTON:0113078	PESTON:0712375	ingredient concentration	2	2	UOM:%25
PESTON:0912376	12376	PESTON:0113422	PESTON:0712376	ingredient concentration	2	2	UOM:%25
PESTON:0912377	12377	PESTON:0113573	PESTON:0712377	ingredient concentration	2	2	UOM:%25
PESTON:0912378	12378	PESTON:0113770	PESTON:0712378	ingredient concentration	2	2	UOM:%25
PESTON:0912379	12379	PESTON:0112751	PESTON:0712379	ingredient concentration	2.1	2.1	UOM:%25
PESTON:0912380	12380	PESTON:0117669	PESTON:0710769	ingredient concentration	3.2	3.2	UOM:%25
PESTON:0912381	12381	PESTON:0117797	PESTON:0710770	ingredient concentration	3.2	3.2	UOM:%25
PESTON:0912382	12382	PESTON:0108543	PESTON:0712382	ingredient concentration	4	4	UOM:%25
PESTON:0912383	12383	PESTON:0111776	PESTON:0712383	ingredient concentration	4	4	UOM:%25
PESTON:0912384	12384	PESTON:0114467	PESTON:0712384	ingredient concentration	4	4	UOM:%25
PESTON:0912385	12385	PESTON:0107265	PESTON:0700174	ingredient concentration	4	4	UOM:%25
PESTON:0912386	12386	PESTON:0116804	PESTON:0712386	ingredient concentration	4.7	4.7	UOM:%25
PESTON:0912387	12387	PESTON:0116805	PESTON:0712387	ingredient concentration	4.9	4.9	UOM:%25
PESTON:0912388	12388	PESTON:0108249	PESTON:0712388	ingredient concentration	5	5	UOM:%25
PESTON:0912389	12389	PESTON:0108352	PESTON:0712389	ingredient concentration	5	5	UOM:%25
PESTON:0912390	12390	PESTON:0114096	PESTON:0712390	ingredient concentration	9.5	9.5	UOM:%25
PESTON:0912391	12391	PESTON:0107066	PESTON:0712391	ingredient concentration	10	10	UOM:%25
PESTON:0912392	12392	PESTON:0107614	PESTON:0712392	ingredient concentration	10	10	UOM:%25
PESTON:0912393	12393	PESTON:0107627	PESTON:0712393	ingredient concentration	10	10	UOM:%25
PESTON:0912394	12394	PESTON:0107701	PESTON:0712394	ingredient concentration	10	10	UOM:%25
PESTON:0912395	12395	PESTON:0109287	PESTON:0712395	ingredient concentration	10	10	UOM:%25
PESTON:0912396	12396	PESTON:0110398	PESTON:0712396	ingredient concentration	10	10	UOM:%25
PESTON:0912397	12397	PESTON:0110466	PESTON:0712397	ingredient concentration	10	10	UOM:%25
PESTON:0912398	12398	PESTON:0110681	PESTON:0712398	ingredient concentration	10	10	UOM:%25
PESTON:0912399	12399	PESTON:0110746	PESTON:0712399	ingredient concentration	10	10	UOM:%25
PESTON:0912400	12400	PESTON:0110754	PESTON:0712400	ingredient concentration	10	10	UOM:%25
PESTON:0912401	12401	PESTON:0110967	PESTON:0712401	ingredient concentration	10	10	UOM:%25
PESTON:0912402	12402	PESTON:0111082	PESTON:0712402	ingredient concentration	10	10	UOM:%25
PESTON:0912403	12403	PESTON:0111137	PESTON:0712403	ingredient concentration	10	10	UOM:%25
PESTON:0912404	12404	PESTON:0111142	PESTON:0712404	ingredient concentration	10	10	UOM:%25
PESTON:0912405	12405	PESTON:0111149	PESTON:0712405	ingredient concentration	10	10	UOM:%25
PESTON:0912406	12406	PESTON:0111283	PESTON:0712406	ingredient concentration	10	10	UOM:%25
PESTON:0912407	12407	PESTON:0111322	PESTON:0712407	ingredient concentration	10	10	UOM:%25
PESTON:0912408	12408	PESTON:0111499	PESTON:0712408	ingredient concentration	10	10	UOM:%25
PESTON:0912409	12409	PESTON:0111697	PESTON:0712409	ingredient concentration	10	10	UOM:%25
PESTON:0912410	12410	PESTON:0111838	PESTON:0712410	ingredient concentration	10	10	UOM:%25
PESTON:0912411	12411	PESTON:0112124	PESTON:0712411	ingredient concentration	10	10	UOM:%25
PESTON:0912412	12412	PESTON:0112351	PESTON:0712412	ingredient concentration	10	10	UOM:%25
PESTON:0912413	12413	PESTON:0113081	PESTON:0712413	ingredient concentration	10	10	UOM:%25
PESTON:0912414	12414	PESTON:0113118	PESTON:0712414	ingredient concentration	10	10	UOM:%25
PESTON:0912415	12415	PESTON:0113497	PESTON:0712415	ingredient concentration	10	10	UOM:%25
PESTON:0912416	12416	PESTON:0113522	PESTON:0712416	ingredient concentration	10	10	UOM:%25
PESTON:0912417	12417	PESTON:0114024	PESTON:0712417	ingredient concentration	10	10	UOM:%25
PESTON:0912418	12418	PESTON:0114087	PESTON:0712418	ingredient concentration	10	10	UOM:%25
PESTON:0912419	12419	PESTON:0115765	PESTON:0712419	ingredient concentration	10	10	UOM:%25
PESTON:0912420	12420	PESTON:0115929	PESTON:0712420	ingredient concentration	10	10	UOM:%25
PESTON:0912421	12421	PESTON:0116010	PESTON:0712421	ingredient concentration	10	10	UOM:%25
PESTON:0912422	12422	PESTON:0116177	PESTON:0712422	ingredient concentration	10	10	UOM:%25
PESTON:0912423	12423	PESTON:0107700	PESTON:0712423	ingredient concentration	23.1	23.1	UOM:%25
PESTON:0912424	12424	PESTON:0117757	PESTON:0712424	ingredient concentration	23.1	23.1	UOM:%25
PESTON:0912425	12425	PESTON:0112177	PESTON:0712425	ingredient concentration	24	24	UOM:%25
PESTON:0912426	12426	PESTON:0112889	PESTON:0712426	ingredient concentration	24	24	UOM:%25
PESTON:0912427	12427	PESTON:0113430	PESTON:0712427	ingredient concentration	24	24	UOM:%25
PESTON:0912428	12428	PESTON:0115713	PESTON:0712428	ingredient concentration	24	24	UOM:%25
PESTON:0912429	12429	PESTON:0116083	PESTON:0712429	ingredient concentration	24	24	UOM:%25
PESTON:0912430	12430	PESTON:0116126	PESTON:0712430	ingredient concentration	24	24	UOM:%25
PESTON:0912431	12431	PESTON:0117324	PESTON:0712431	ingredient concentration	24	24	UOM:%25
PESTON:0912432	12432	PESTON:0112333	PESTON:0712432	ingredient concentration	50	50	UOM:%25
PESTON:0912433	12433	PESTON:0113751	PESTON:0712433	ingredient concentration	100	100	UOM:%25
PESTON:0912434	12434	PESTON:0100945	PESTON:0712434	ingredient concentration			
PESTON:0912435	12435	PESTON:0109402	PESTON:0720110	ingredient concentration	15	15	UOM:%25
PESTON:0912436	12436	PESTON:0109546	PESTON:0720111	ingredient concentration	15	15	UOM:%25
PESTON:0912437	12437	PESTON:0103797	PESTON:0712437	ingredient concentration			
PESTON:0912438	12438	PESTON:0102059	PESTON:0712438	ingredient concentration			
PESTON:0912439	12439	PESTON:0111063	PESTON:0712439	ingredient concentration	70	70	UOM:%25
PESTON:0912440	12440	PESTON:0108739	PESTON:0712440	ingredient concentration	1.9	1.9	UOM:%25
PESTON:0912441	12441	PESTON:0107485	PESTON:0712441	ingredient concentration	3	3	UOM:%25
PESTON:0912442	12442	PESTON:0107486	PESTON:0712442	ingredient concentration	3	3	UOM:%25
PESTON:0912443	12443	PESTON:0107851	PESTON:0712443	ingredient concentration	3	3	UOM:%25
PESTON:0912444	12444	PESTON:0117247	PESTON:0712444	ingredient concentration	4.7	4.7	UOM:%25
PESTON:0912445	12445	PESTON:0112609	PESTON:0712445	ingredient concentration	17.2	17.2	UOM:%25
PESTON:0912446	12446	PESTON:0107690	PESTON:0714377	ingredient concentration	2	2	UOM:%25
PESTON:0912447	12447	PESTON:0108272	PESTON:0714375	ingredient concentration	2	2	UOM:%25
PESTON:0912448	12448	PESTON:0107509	PESTON:0712448	ingredient concentration	8	8	UOM:%25
PESTON:0912449	12449	PESTON:0108126	PESTON:0712449	ingredient concentration	8.6	8.6	UOM:%25
PESTON:0912450	12450	PESTON:0107507	PESTON:0712450	ingredient concentration	9.7	9.7	UOM:%25
PESTON:0912451	12451	PESTON:0107633	PESTON:0704134	ingredient concentration	10.9	10.9	UOM:%25
PESTON:0912452	12452	PESTON:0107689	PESTON:0712452	ingredient concentration	11.6	11.6	UOM:%25
PESTON:0912453	12453	PESTON:0107510	PESTON:0712453	ingredient concentration	11.7	11.7	UOM:%25
PESTON:0912454	12454	PESTON:0107508	PESTON:0712454	ingredient concentration	19.2	19.2	UOM:%25
PESTON:0912455	12455	PESTON:0107670	PESTON:0712455	ingredient concentration	28.6	28.6	UOM:%25
PESTON:0912456	12456	PESTON:0111299	PESTON:0712456	ingredient concentration	1.6	1.6	UOM:%25
PESTON:0912457	12457	PESTON:0114884	PESTON:0712457	ingredient concentration	2	2	UOM:%25
PESTON:0912458	12458	PESTON:0116299	PESTON:0712458	ingredient concentration	2	2	UOM:%25
PESTON:0912459	12459	PESTON:0116382	PESTON:0712459	ingredient concentration	2.2	2.2	UOM:%25
PESTON:0912460	12460	PESTON:0116383	PESTON:0712460	ingredient concentration	2.2	2.2	UOM:%25
PESTON:0912461	12461	PESTON:0117114	PESTON:0712461	ingredient concentration	2.2	2.2	UOM:%25
PESTON:0912462	12462	PESTON:0117038	PESTON:0712462	ingredient concentration	2.3	2.3	UOM:%25
PESTON:0912463	12463	PESTON:0117498	PESTON:0712463	ingredient concentration	2.3	2.3	UOM:%25
PESTON:0912464	12464	PESTON:0116698	PESTON:0712464	ingredient concentration	3	3	UOM:%25
PESTON:0912465	12465	PESTON:0117106	PESTON:0712465	ingredient concentration	3.2	3.2	UOM:%25
PESTON:0912466	12466	PESTON:0110925	PESTON:0712466	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912467	12467	PESTON:0110926	PESTON:0712467	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912468	12468	PESTON:0112010	PESTON:0712468	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912469	12469	PESTON:0114418	PESTON:0712469	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912470	12470	PESTON:0115241	PESTON:0712470	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912471	12471	PESTON:0115243	PESTON:0712471	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912472	12472	PESTON:0115693	PESTON:0712472	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912473	12473	PESTON:0115726	PESTON:0712473	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912474	12474	PESTON:0115727	PESTON:0712474	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912475	12475	PESTON:0115904	PESTON:0712475	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912476	12476	PESTON:0115936	PESTON:0712476	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912477	12477	PESTON:0116127	PESTON:0712477	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912478	12478	PESTON:0116640	PESTON:0712478	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912479	12479	PESTON:0117181	PESTON:0712479	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912480	12480	PESTON:0117186	PESTON:0712480	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912481	12481	PESTON:0117187	PESTON:0712481	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0912482	12482	PESTON:0117209	PESTON:0712482	ingredient concentration	7.6	7.6	UOM:%25
PESTON:0912483	12483	PESTON:0117655	PESTON:0712483	ingredient concentration	7.6	7.6	UOM:%25
PESTON:0912484	12484	PESTON:0115576	PESTON:0714980	ingredient concentration	33.5	33.5	UOM:%25
PESTON:0912485	12485	PESTON:0107991	PESTON:0712485	ingredient concentration	1	1	UOM:%25
PESTON:0912486	12486	PESTON:0107990	PESTON:0712486	ingredient concentration	23	23	UOM:%25
PESTON:0912487	12487	PESTON:0108100	PESTON:0712487	ingredient concentration	2	2	UOM:%25
PESTON:0912488	12488	PESTON:0108167	PESTON:0712488	ingredient concentration	3	3	UOM:%25
PESTON:0912489	12489	PESTON:0108210	PESTON:0712489	ingredient concentration	5	5	UOM:%25
