ID of ingredient concentration	index	ID of product (if we want to link to it)	ID of active ingredient instance	type	Concentration	value	unit
ID			I 'is about'	TYPE		I 'has value'	I 'has unit'
PESTON:0911995	11995	PESTON:0116707	PESTON:0711995	ingredient concentration	13	13	UOM:%25
PESTON:0911996	11996	PESTON:0115051	PESTON:0700778	ingredient concentration	13.8	13.8	UOM:%25
PESTON:0911997	11997	PESTON:0108943	PESTON:0711997	ingredient concentration	14	14	UOM:%25
PESTON:0911998	11998	PESTON:0108188	PESTON:0711998	ingredient concentration	15	15	UOM:%25
PESTON:0911999	11999	PESTON:0108308	PESTON:0711999	ingredient concentration	15	15	UOM:%25
PESTON:0912000	12000	PESTON:0109350	PESTON:0712000	ingredient concentration	15	15	UOM:%25
PESTON:0912001	12001	PESTON:0108344	PESTON:0712001	ingredient concentration	15.6	15.6	UOM:%25
PESTON:0912002	12002	PESTON:0114719	PESTON:0712002	ingredient concentration	15.7	15.7	UOM:%25
PESTON:0912003	12003	PESTON:0115590	PESTON:0712003	ingredient concentration	15.7	15.7	UOM:%25
PESTON:0912004	12004	PESTON:0108651	PESTON:0712004	ingredient concentration	16	16	UOM:%25
PESTON:0912005	12005	PESTON:0108029	PESTON:0712005	ingredient concentration	16	16	UOM:%25
PESTON:0912006	12006	PESTON:0115090	PESTON:0712006	ingredient concentration	16.9	16.9	UOM:%25
PESTON:0912007	12007	PESTON:0106584	PESTON:0712007	ingredient concentration	21	21	UOM:%25
PESTON:0912008	12008	PESTON:0109075	PESTON:0712008	ingredient concentration	21	21	UOM:%25
PESTON:0912009	12009	PESTON:0108003	PESTON:0712288	ingredient concentration	21	21	UOM:%25
PESTON:0912010	12010	PESTON:0108994	PESTON:0712289	ingredient concentration	21	21	UOM:%25
PESTON:0912011	12011	PESTON:0109485	PESTON:0712290	ingredient concentration	21	21	UOM:%25
PESTON:0912012	12012	PESTON:0109526	PESTON:0712291	ingredient concentration	21	21	UOM:%25
PESTON:0912013	12013	PESTON:0109527	PESTON:0712292	ingredient concentration	21	21	UOM:%25
PESTON:0912014	12014	PESTON:0116051	PESTON:0708420	ingredient concentration	21.8	21.8	UOM:%25
PESTON:0912015	12015	PESTON:0116117	PESTON:0708421	ingredient concentration	21.8	21.8	UOM:%25
PESTON:0912016	12016	PESTON:0116133	PESTON:0708422	ingredient concentration	21.8	21.8	UOM:%25
PESTON:0912017	12017	PESTON:0116189	PESTON:0708423	ingredient concentration	21.8	21.8	UOM:%25
PESTON:0912018	12018	PESTON:0116903	PESTON:0708424	ingredient concentration	21.9	21.9	UOM:%25
PESTON:0912019	12019	PESTON:0108920	PESTON:0712019	ingredient concentration	24	24	UOM:%25
PESTON:0912020	12020	PESTON:0109488	PESTON:0712020	ingredient concentration	24	24	UOM:%25
PESTON:0912021	12021	PESTON:0110408	PESTON:0712021	ingredient concentration	24	24	UOM:%25
PESTON:0912022	12022	PESTON:0116303	PESTON:0708414	ingredient concentration	24	24	UOM:%25
PESTON:0912023	12023	PESTON:0117543	PESTON:0708415	ingredient concentration	24	24	UOM:%25
PESTON:0912024	12024	PESTON:0117558	PESTON:0708416	ingredient concentration	24	24	UOM:%25
PESTON:0912025	12025	PESTON:0112173	PESTON:0712025	ingredient concentration	25	25	UOM:%25
PESTON:0912026	12026	PESTON:0108343	PESTON:0712286	ingredient concentration	25	25	UOM:%25
PESTON:0912027	12027	PESTON:0110104	PESTON:0712287	ingredient concentration	25	25	UOM:%25
PESTON:0912028	12028	PESTON:0107919	PESTON:0712028	ingredient concentration	27.9	27.9	UOM:%25
PESTON:0912029	12029	PESTON:0111680	PESTON:0712029	ingredient concentration	27.9	27.9	UOM:%25
PESTON:0912030	12030	PESTON:0113801	PESTON:0712030	ingredient concentration	27.9	27.9	UOM:%25
PESTON:0912031	12031	PESTON:0115530	PESTON:0712031	ingredient concentration	28.5	28.5	UOM:%25
PESTON:0912032	12032	PESTON:0113098	PESTON:0712032	ingredient concentration	28.8	28.8	UOM:%25
PESTON:0912033	12033	PESTON:0111842	PESTON:0712033	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0912034	12034	PESTON:0112245	PESTON:0712034	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0912035	12035	PESTON:0115896	PESTON:0712035	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0912036	12036	PESTON:0102635	PESTON:0712036	ingredient concentration	30	30	UOM:%25
PESTON:0912037	12037	PESTON:0105176	PESTON:0712037	ingredient concentration	30	30	UOM:%25
PESTON:0912038	12038	PESTON:0105871	PESTON:0712038	ingredient concentration	30	30	UOM:%25
PESTON:0912039	12039	PESTON:0106800	PESTON:0712039	ingredient concentration	30	30	UOM:%25
PESTON:0912040	12040	PESTON:0107187	PESTON:0712040	ingredient concentration	30	30	UOM:%25
PESTON:0912041	12041	PESTON:0107609	PESTON:0712041	ingredient concentration	30	30	UOM:%25
PESTON:0912042	12042	PESTON:0108063	PESTON:0712042	ingredient concentration	30	30	UOM:%25
PESTON:0912043	12043	PESTON:0108085	PESTON:0712043	ingredient concentration	30	30	UOM:%25
PESTON:0912044	12044	PESTON:0108436	PESTON:0712044	ingredient concentration	30	30	UOM:%25
PESTON:0912045	12045	PESTON:0108440	PESTON:0712045	ingredient concentration	30	30	UOM:%25
PESTON:0912046	12046	PESTON:0108509	PESTON:0712046	ingredient concentration	30	30	UOM:%25
PESTON:0912047	12047	PESTON:0108671	PESTON:0712047	ingredient concentration	30	30	UOM:%25
PESTON:0912048	12048	PESTON:0108771	PESTON:0712048	ingredient concentration	30	30	UOM:%25
PESTON:0912049	12049	PESTON:0108816	PESTON:0712049	ingredient concentration	30	30	UOM:%25
PESTON:0912050	12050	PESTON:0108847	PESTON:0712050	ingredient concentration	30	30	UOM:%25
PESTON:0912051	12051	PESTON:0108860	PESTON:0712051	ingredient concentration	30	30	UOM:%25
PESTON:0912052	12052	PESTON:0108862	PESTON:0712052	ingredient concentration	30	30	UOM:%25
PESTON:0912053	12053	PESTON:0108911	PESTON:0712053	ingredient concentration	30	30	UOM:%25
PESTON:0912054	12054	PESTON:0108927	PESTON:0712054	ingredient concentration	30	30	UOM:%25
PESTON:0912055	12055	PESTON:0108951	PESTON:0712055	ingredient concentration	30	30	UOM:%25
PESTON:0912056	12056	PESTON:0109023	PESTON:0712056	ingredient concentration	30	30	UOM:%25
PESTON:0912057	12057	PESTON:0109105	PESTON:0712057	ingredient concentration	30	30	UOM:%25
PESTON:0912058	12058	PESTON:0109146	PESTON:0712058	ingredient concentration	30	30	UOM:%25
PESTON:0912059	12059	PESTON:0109172	PESTON:0712059	ingredient concentration	30	30	UOM:%25
PESTON:0912060	12060	PESTON:0109189	PESTON:0712060	ingredient concentration	30	30	UOM:%25
PESTON:0912061	12061	PESTON:0109190	PESTON:0712061	ingredient concentration	30	30	UOM:%25
PESTON:0912062	12062	PESTON:0109204	PESTON:0712062	ingredient concentration	30	30	UOM:%25
PESTON:0912063	12063	PESTON:0109292	PESTON:0712063	ingredient concentration	30	30	UOM:%25
PESTON:0912064	12064	PESTON:0109297	PESTON:0712064	ingredient concentration	30	30	UOM:%25
PESTON:0912065	12065	PESTON:0109426	PESTON:0712065	ingredient concentration	30	30	UOM:%25
PESTON:0912066	12066	PESTON:0109554	PESTON:0712066	ingredient concentration	30	30	UOM:%25
PESTON:0912067	12067	PESTON:0109892	PESTON:0712067	ingredient concentration	30	30	UOM:%25
PESTON:0912068	12068	PESTON:0110027	PESTON:0712068	ingredient concentration	30	30	UOM:%25
PESTON:0912069	12069	PESTON:0110198	PESTON:0712069	ingredient concentration	30	30	UOM:%25
PESTON:0912070	12070	PESTON:0110568	PESTON:0712070	ingredient concentration	30	30	UOM:%25
PESTON:0912071	12071	PESTON:0111176	PESTON:0712071	ingredient concentration	30	30	UOM:%25
PESTON:0912072	12072	PESTON:0111293	PESTON:0712072	ingredient concentration	30	30	UOM:%25
PESTON:0912073	12073	PESTON:0111659	PESTON:0712073	ingredient concentration	30	30	UOM:%25
PESTON:0912074	12074	PESTON:0111769	PESTON:0712074	ingredient concentration	30	30	UOM:%25
PESTON:0912075	12075	PESTON:0111796	PESTON:0712075	ingredient concentration	30	30	UOM:%25
PESTON:0912076	12076	PESTON:0111954	PESTON:0712076	ingredient concentration	30	30	UOM:%25
PESTON:0912077	12077	PESTON:0113403	PESTON:0712077	ingredient concentration	30	30	UOM:%25
PESTON:0912078	12078	PESTON:0117045	PESTON:0712078	ingredient concentration	30	30	UOM:%25
PESTON:0912079	12079	PESTON:0108585	PESTON:0712293	ingredient concentration	30	30	UOM:%25
PESTON:0912080	12080	PESTON:0109866	PESTON:0712080	ingredient concentration	30.1	30.1	UOM:%25
PESTON:0912081	12081	PESTON:0104909	PESTON:0712081	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912082	12082	PESTON:0108499	PESTON:0712082	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912083	12083	PESTON:0108656	PESTON:0712083	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912084	12084	PESTON:0108817	PESTON:0712084	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912085	12085	PESTON:0108883	PESTON:0712085	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912086	12086	PESTON:0108910	PESTON:0712086	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912087	12087	PESTON:0109049	PESTON:0712087	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912088	12088	PESTON:0109305	PESTON:0712088	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912089	12089	PESTON:0109330	PESTON:0712089	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912090	12090	PESTON:0109726	PESTON:0712090	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912091	12091	PESTON:0110372	PESTON:0712091	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912092	12092	PESTON:0110575	PESTON:0712092	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912093	12093	PESTON:0110715	PESTON:0712093	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912094	12094	PESTON:0111076	PESTON:0712094	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912095	12095	PESTON:0111182	PESTON:0712095	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912096	12096	PESTON:0111869	PESTON:0712096	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912097	12097	PESTON:0111917	PESTON:0712097	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912098	12098	PESTON:0114760	PESTON:0712098	ingredient concentration	30.4	30.4	UOM:%25
PESTON:0912099	12099	PESTON:0115405	PESTON:0712099	ingredient concentration	30.4	30.4	UOM:%25
